Trajectory,Disease list,Drug,FDR,PubMed count avg,AI
8,"['N10', 'N12']",Thiothixene,0.003636251,0.0,1
8,"['N10', 'N12']",Dronedarone,0.020719992,0.0,0
8,"['N10', 'N12']",Abiraterone,0.007451362,0.0,1
8,"['N10', 'N12']",Oxymetholone,0.009655058,0.0,1
8,"['N10', 'N12']",Vemurafenib,0.004517094,0.5,0
8,"['N10', 'N12']",Mirabegron,0.004517094,0.5,0
8,"['N10', 'N12']",Enzalutamide,0.006432302,0.0,1
8,"['N10', 'N12']",Ibrutinib,0.002805632,1.0,0
8,"['N10', 'N12']",Lorpiprazole,0.005446573,0.0,0
8,"['N10', 'N12']",Opium,0.003636251,0.0,0
9,"['J20', 'J98']",Propranolol,0.007969576,97.5,0
9,"['J20', 'J98']",Orciprenaline,0.0419629,82.5,1
9,"['J20', 'J98']",Isoprenaline,0.004253703,148.5,1
9,"['J20', 'J98']",Carvedilol,0.01887748,27.0,0
9,"['J20', 'J98']",Procaterol,0.0419629,21.0,1
9,"['J20', 'J98']",Clenbuterol,0.002349854,21.5,0
9,"['J20', 'J98']",Glatiramer,0.0419629,14.0,0
9,"['J20', 'J98']",Protokylol,0.0419629,0.0,1
9,"['J20', 'J98']",Etafedrine,0.0419629,0.5,1
11,"['D50', 'J15']",Foreskin keratinocyte (neonatal),0.015858468,0.0,0
11,"['D50', 'J15']",Binimetinib,0.008610467,0.0,0
12,"['D64', 'D69', 'D70']",Cetuximab,0.025671563,247.0,1
12,"['D64', 'D69', 'D70']",Etanercept,0.004148601,385.3333333333333,1
12,"['D64', 'D69', 'D70']",Immune Globulin Human,0.020855245,58555.666666666664,1
12,"['D64', 'D69', 'D70']",Adalimumab,0.001942167,421.6666666666667,1
12,"['D64', 'D69', 'D70']",Abciximab,0.000187998,159.66666666666666,1
12,"['D64', 'D69', 'D70']",Gemtuzumab ozogamicin,0.025671563,103.66666666666669,1
12,"['D64', 'D69', 'D70']",Trastuzumab,0.036151921,463.6666666666667,0
12,"['D64', 'D69', 'D70']",Rituximab,0.025671563,4133.333333333333,1
12,"['D64', 'D69', 'D70']",Basiliximab,0.030933197,110.66666666666669,1
12,"['D64', 'D69', 'D70']",Muromonab,0.042146899,105.33333333333331,1
12,"['D64', 'D69', 'D70']",Ibritumomab tiuxetan,0.025671563,50.333333333333336,1
12,"['D64', 'D69', 'D70']",Tositumomab,0.020855245,17.666666666666668,1
12,"['D64', 'D69', 'D70']",Alemtuzumab,0.020855245,497.0,1
12,"['D64', 'D69', 'D70']",Cyclosporine,0.00012337,3973.3333333333335,1
12,"['D64', 'D69', 'D70']",Alefacept,0.020855245,20.666666666666668,0
12,"['D64', 'D69', 'D70']",Efalizumab,0.020855245,20.0,0
12,"['D64', 'D69', 'D70']",Natalizumab,0.025671563,166.0,1
12,"['D64', 'D69', 'D70']",Palivizumab,0.020855245,25.5,1
12,"['D64', 'D69', 'D70']",Bevacizumab,0.020855245,1249.0,1
12,"['D64', 'D69', 'D70']",Vitamin C,0.017218919,2046.6666666666667,1
12,"['D64', 'D69', 'D70']",Menadione,0.000918712,36.333333333333336,1
12,"['D64', 'D69', 'D70']",Pravastatin,3.073000400351093e-05,401.0,0
12,"['D64', 'D69', 'D70']",Fluvoxamine,0.036151921,38.333333333333336,0
12,"['D64', 'D69', 'D70']",Erythromycin,0.016871284,662.6666666666666,1
12,"['D64', 'D69', 'D70']",Reserpine,0.013256604,164.33333333333334,0
12,"['D64', 'D69', 'D70']",Nelfinavir,0.005079548,48.333333333333336,1
12,"['D64', 'D69', 'D70']",Indinavir,6.964899914492622e-06,72.66666666666667,0
12,"['D64', 'D69', 'D70']",Lovastatin,1.2256466795548642e-06,14.0,0
12,"['D64', 'D69', 'D70']",Dapsone,0.042146899,352.3333333333333,1
12,"['D64', 'D69', 'D70']",Phenytoin,0.000742423,129.5,0
12,"['D64', 'D69', 'D70']",Olmesartan,0.001376882,128.33333333333334,0
12,"['D64', 'D69', 'D70']",Argatroban,0.02738023,105.33333333333331,1
12,"['D64', 'D69', 'D70']",Conjugated estrogens,0.00230369,152.0,1
12,"['D64', 'D69', 'D70']",Morphine,0.003284466,673.6666666666666,0
12,"['D64', 'D69', 'D70']",Valproic Acid,0.008387953,388.3333333333333,0
12,"['D64', 'D69', 'D70']",Acetaminophen,0.019488199,626.6666666666666,0
12,"['D64', 'D69', 'D70']",Codeine,0.020855245,93.0,0
12,"['D64', 'D69', 'D70']",Indomethacin,0.000415463,1045.0,0
12,"['D64', 'D69', 'D70']",Terfenadine,0.042146899,30.666666666666668,0
12,"['D64', 'D69', 'D70']",Diltiazem,0.013256604,291.6666666666667,0
12,"['D64', 'D69', 'D70']",Aminohippuric acid,0.036151921,69.66666666666667,0
12,"['D64', 'D69', 'D70']",Megestrol acetate,0.02738023,38.0,1
12,"['D64', 'D69', 'D70']",Grepafloxacin,0.016871284,5.5,1
12,"['D64', 'D69', 'D70']",Digoxin,0.042146899,464.6666666666667,0
12,"['D64', 'D69', 'D70']",Beclomethasone dipropionate,0.02738023,75.33333333333333,1
12,"['D64', 'D69', 'D70']",Progesterone,0.003636251,2326.3333333333335,0
12,"['D64', 'D69', 'D70']",Sorafenib,0.002718003,381.0,1
12,"['D64', 'D69', 'D70']",Rosiglitazone,0.048477174,263.0,0
12,"['D64', 'D69', 'D70']",Spironolactone,0.003284466,408.3333333333333,1
12,"['D64', 'D69', 'D70']",Cerivastatin,6.964899914492622e-06,31.666666666666668,0
12,"['D64', 'D69', 'D70']",Trimethoprim,0.004679119,662.0,1
12,"['D64', 'D69', 'D70']",Betamethasone,0.044494523,181.33333333333337,1
12,"['D64', 'D69', 'D70']",Levothyroxine,0.000454055,3206.6666666666665,1
12,"['D64', 'D69', 'D70']",Quinine,0.007400884,316.0,1
12,"['D64', 'D69', 'D70']",Zidovudine,0.013597049,664.0,1
12,"['D64', 'D69', 'D70']",Ritonavir,3.685209942913927e-06,277.3333333333333,1
12,"['D64', 'D69', 'D70']",Cisplatin,0.035632115,2844.3333333333335,0
12,"['D64', 'D69', 'D70']",Caspofungin,0.007095538,150.33333333333334,1
12,"['D64', 'D69', 'D70']",Erlotinib,0.003284466,208.66666666666663,0
12,"['D64', 'D69', 'D70']",Vincristine,0.003284466,2276.0,1
12,"['D64', 'D69', 'D70']",Benazepril,0.044494523,56.333333333333336,0
12,"['D64', 'D69', 'D70']",Methotrexate,4.680025099705907e-05,3129.6666666666665,0
12,"['D64', 'D69', 'D70']",Carbamazepine,2.2184277195104364e-05,324.0,0
12,"['D64', 'D69', 'D70']",Vinblastine,0.030933197,813.3333333333334,1
12,"['D64', 'D69', 'D70']",Diclofenac,0.003636251,242.33333333333337,1
12,"['D64', 'D69', 'D70']",Ivermectin,0.007095538,197.33333333333337,0
12,"['D64', 'D69', 'D70']",Chloroquine,0.013256604,905.6666666666666,0
12,"['D64', 'D69', 'D70']",Efavirenz,0.025671563,139.0,0
12,"['D64', 'D69', 'D70']",Simvastatin,1.2256466795548642e-06,754.0,0
12,"['D64', 'D69', 'D70']",Verapamil,0.002205163,524.0,0
12,"['D64', 'D69', 'D70']",Tamoxifen,0.035632115,560.0,0
12,"['D64', 'D69', 'D70']",Losartan,0.000454055,820.5,0
12,"['D64', 'D69', 'D70']",Mycophenolate mofetil,9.940574588519605e-08,1156.6666666666667,1
12,"['D64', 'D69', 'D70']",Daunorubicin,0.005079548,3984.5,1
12,"['D64', 'D69', 'D70']",Amprenavir,0.00100031,11.0,1
12,"['D64', 'D69', 'D70']",Hydrocortisone,0.005079548,3679.0,1
12,"['D64', 'D69', 'D70']",Clopidogrel,0.00100031,1286.6666666666667,0
12,"['D64', 'D69', 'D70']",Irinotecan,3.073000400351093e-05,686.6666666666666,0
12,"['D64', 'D69', 'D70']",Mometasone,0.02738023,22.0,1
12,"['D64', 'D69', 'D70']",Etoposide,4.244294835020296e-05,1900.0,1
12,"['D64', 'D69', 'D70']",Tirofiban,0.012613666,116.66666666666669,0
12,"['D64', 'D69', 'D70']",Estradiol,0.001373961,3054.6666666666665,1
12,"['D64', 'D69', 'D70']",Naproxen,0.020855245,140.33333333333334,0
12,"['D64', 'D69', 'D70']",Sulfasalazine,0.036151921,343.6666666666667,1
12,"['D64', 'D69', 'D70']",Mifepristone,0.001424566,120.33333333333331,0
12,"['D64', 'D69', 'D70']",Sirolimus,0.013256604,1115.6666666666667,1
12,"['D64', 'D69', 'D70']",Iron Dextran,0.002798057,422.6666666666667,1
12,"['D64', 'D69', 'D70']",Quinidine,0.021555069,164.66666666666666,0
12,"['D64', 'D69', 'D70']",Repaglinide,0.004679119,32.0,1
12,"['D64', 'D69', 'D70']",Buprenorphine,0.007400884,74.0,1
12,"['D64', 'D69', 'D70']",Fexofenadine,0.009960789,16.333333333333332,0
12,"['D64', 'D69', 'D70']",Methylprednisolone,0.02738023,2188.0,1
12,"['D64', 'D69', 'D70']",Telmisartan,0.004679119,180.33333333333337,0
12,"['D64', 'D69', 'D70']",Azelastine,0.030933197,11.333333333333334,0
12,"['D64', 'D69', 'D70']",Ezetimibe,1.5926214807029524e-05,449.0,0
12,"['D64', 'D69', 'D70']",Ethinyl Estradiol,0.00100031,259.6666666666667,0
12,"['D64', 'D69', 'D70']",Doxorubicin,0.035632115,3164.0,1
12,"['D64', 'D69', 'D70']",Ketoconazole,0.003636251,182.0,0
12,"['D64', 'D69', 'D70']",Fenofibrate,0.013256604,249.66666666666663,0
12,"['D64', 'D69', 'D70']",Rifampicin,1.823563937647305e-06,625.0,0
12,"['D64', 'D69', 'D70']",Ibuprofen,0.000290797,320.3333333333333,0
12,"['D64', 'D69', 'D70']",Atazanavir,0.009960789,49.0,0
12,"['D64', 'D69', 'D70']",Atorvastatin,1.1185551412080949e-08,867.0,0
12,"['D64', 'D69', 'D70']",Fluvastatin,1.2256466795548642e-06,120.33333333333331,0
12,"['D64', 'D69', 'D70']",Rosuvastatin,0.000454055,338.3333333333333,0
12,"['D64', 'D69', 'D70']",Nifedipine,0.015356381,686.0,0
12,"['D64', 'D69', 'D70']",Amiodarone,0.007400884,223.33333333333337,0
12,"['D64', 'D69', 'D70']",Pioglitazone,0.001942167,320.6666666666667,0
12,"['D64', 'D69', 'D70']",Sulfinpyrazone,0.030933197,67.33333333333333,1
12,"['D64', 'D69', 'D70']",Phenobarbital,0.000415463,324.3333333333333,0
12,"['D64', 'D69', 'D70']",Naloxone,0.030933197,335.0,1
12,"['D64', 'D69', 'D70']",Domperidone,0.016871284,56.333333333333336,0
12,"['D64', 'D69', 'D70']",Levetiracetam,0.044494523,95.0,0
12,"['D64', 'D69', 'D70']",Clarithromycin,0.001424566,252.66666666666663,1
12,"['D64', 'D69', 'D70']",Paclitaxel,2.5813757849234474e-06,1627.6666666666667,0
12,"['D64', 'D69', 'D70']",Saquinavir,3.073000400351093e-05,41.333333333333336,0
12,"['D64', 'D69', 'D70']",Dexamethasone,0.003150986,3570.0,1
12,"['D64', 'D69', 'D70']",Gemfibrozil,0.009960789,131.66666666666666,0
12,"['D64', 'D69', 'D70']",Docetaxel,2.2184277195104364e-05,1069.6666666666667,0
12,"['D64', 'D69', 'D70']",Mitiglinide,0.044494523,3.3333333333333335,0
12,"['D64', 'D69', 'D70']",Lapatinib,0.009960789,85.66666666666667,0
12,"['D64', 'D69', 'D70']",Sunitinib,0.042146899,312.0,1
12,"['D64', 'D69', 'D70']",Cefazolin,0.036151921,123.0,1
12,"['D64', 'D69', 'D70']",Cilazapril,0.044494523,28.333333333333332,0
12,"['D64', 'D69', 'D70']",Bezafibrate,0.020855245,97.66666666666669,1
12,"['D64', 'D69', 'D70']",Colchicine,0.001424566,517.3333333333334,1
12,"['D64', 'D69', 'D70']",Liotrix,0.00618843,0.6666666666666666,1
12,"['D64', 'D69', 'D70']",Iron,0.030933197,22474.0,1
12,"['D64', 'D69', 'D70']",Zinc,0.019992044,3412.6666666666665,1
12,"['D64', 'D69', 'D70']",Cholic Acid,0.010206324,199.66666666666663,0
12,"['D64', 'D69', 'D70']",Nilotinib,0.016871284,22.5,1
12,"['D64', 'D69', 'D70']",Indacaterol,0.044494523,11.333333333333334,0
12,"['D64', 'D69', 'D70']",Cobimetinib,0.004679119,33.5,0
12,"['D64', 'D69', 'D70']",Telaprevir,0.009960789,38.0,0
12,"['D64', 'D69', 'D70']",Trastuzumab emtansine,0.044494523,54.333333333333336,0
12,"['D64', 'D69', 'D70']",Romidepsin,0.001942167,39.0,1
12,"['D64', 'D69', 'D70']",Eltrombopag,0.00012193,423.0,1
12,"['D64', 'D69', 'D70']",Simeprevir,0.001424566,35.666666666666664,0
12,"['D64', 'D69', 'D70']",Ambrisentan,5.506336496655195e-05,26.0,0
12,"['D64', 'D69', 'D70']",Pazopanib,0.007400884,120.0,0
12,"['D64', 'D69', 'D70']",Apixaban,0.016871284,340.3333333333333,1
12,"['D64', 'D69', 'D70']",Axitinib,0.00100031,61.0,0
12,"['D64', 'D69', 'D70']",Dabigatran etexilate,0.000423714,322.0,0
12,"['D64', 'D69', 'D70']",Cabazitaxel,3.35280214569256e-07,75.0,0
12,"['D64', 'D69', 'D70']",Mangafodipir,0.044494523,5.333333333333333,0
12,"['D64', 'D69', 'D70']",Pitavastatin,6.964899914492622e-06,119.0,0
12,"['D64', 'D69', 'D70']",Rilpivirine,0.020855245,18.0,0
12,"['D64', 'D69', 'D70']",Boceprevir,0.044494523,63.333333333333336,1
12,"['D64', 'D69', 'D70']",Gadoxetic acid,0.002798057,22.0,0
12,"['D64', 'D69', 'D70']",Enzalutamide,0.016871284,145.66666666666666,0
12,"['D64', 'D69', 'D70']",Fluticasone furoate,0.02738023,17.333333333333332,0
12,"['D64', 'D69', 'D70']",Dabrafenib,0.002562439,67.33333333333333,0
12,"['D64', 'D69', 'D70']",Idelalisib,8.633903308047719e-05,78.66666666666667,1
12,"['D64', 'D69', 'D70']",Cannabidiol,0.043903287,111.66666666666669,1
12,"['D64', 'D69', 'D70']",Daclatasvir,0.000423714,52.666666666666664,0
12,"['D64', 'D69', 'D70']",Nitrous acid,0.02738023,796.3333333333334,0
12,"['D64', 'D69', 'D70']",Copper,0.027577702,2781.6666666666665,0
12,"['D64', 'D69', 'D70']",Technetium Tc-99m mebrofenin,0.012613666,6.5,1
12,"['D64', 'D69', 'D70']",Oxygen,0.044494523,29808.0,1
12,"['D64', 'D69', 'D70']",Iron saccharate,0.012613666,121.0,1
12,"['D64', 'D69', 'D70']",Technetium Tc-99m sestamibi,0.012613666,205.0,1
12,"['D64', 'D69', 'D70']",Lobeglitazone,0.007095538,1.0,0
12,"['D64', 'D69', 'D70']",Polaprezinc,0.000259583,10.0,1
12,"['D64', 'D69', 'D70']",Sacubitril,0.02738023,91.66666666666669,0
12,"['D64', 'D69', 'D70']",Ombitasvir,0.044494523,30.333333333333332,0
12,"['D64', 'D69', 'D70']",Paritaprevir,0.000246074,30.666666666666668,0
12,"['D64', 'D69', 'D70']",Sodium ferric gluconate complex,0.02738023,19.0,1
12,"['D64', 'D69', 'D70']",Selexipag,0.000246074,11.0,1
12,"['D64', 'D69', 'D70']",Grazoprevir,0.007095538,12.0,0
12,"['D64', 'D69', 'D70']",Asunaprevir,0.020855245,8.0,0
12,"['D64', 'D69', 'D70']",Thimerosal,0.009960789,17.666666666666668,0
12,"['D64', 'D69', 'D70']",Velpatasvir,0.000423714,19.333333333333332,0
12,"['D64', 'D69', 'D70']",Curcumin,0.030933197,476.6666666666667,0
12,"['D64', 'D69', 'D70']",Sarilumab,0.016871284,25.0,1
12,"['D64', 'D69', 'D70']",Baricitinib,0.036151921,71.0,1
12,"['D64', 'D69', 'D70']",Ertugliflozin,0.009960789,22.0,0
12,"['D64', 'D69', 'D70']",Apalutamide,0.030933197,45.0,0
12,"['D64', 'D69', 'D70']",Binimetinib,0.009960789,20.333333333333332,1
12,"['D64', 'D69', 'D70']",Avatrombopag,0.004679119,79.5,1
12,"['D64', 'D69', 'D70']",Voxilaprevir,0.000423714,3.3333333333333335,0
12,"['D64', 'D69', 'D70']",Letermovir,3.073000400351093e-05,52.666666666666664,1
12,"['D64', 'D69', 'D70']",Rucaparib,6.900224975540664e-06,34.0,1
12,"['D64', 'D69', 'D70']",Betrixaban,0.044494523,11.666666666666666,1
12,"['D64', 'D69', 'D70']",Levomenol,0.012613666,3.0,1
12,"['D64', 'D69', 'D70']",Parachlorophenol,0.02738023,0.6666666666666666,0
12,"['D64', 'D69', 'D70']",Troleandomycin,0.030933197,4.0,1
12,"['D64', 'D69', 'D70']",Acemetacin,0.044494523,1.6666666666666667,0
12,"['D64', 'D69', 'D70']",Enasidenib,7.416475352111274e-05,24.0,1
12,"['D64', 'D69', 'D70']",Pibrentasvir,0.000246074,11.0,0
12,"['D64', 'D69', 'D70']",Glecaprevir,0.000246074,11.333333333333334,0
12,"['D64', 'D69', 'D70']",Estradiol acetate,0.001373961,172.66666666666666,1
12,"['D64', 'D69', 'D70']",Estradiol benzoate,0.001373961,94.5,1
12,"['D64', 'D69', 'D70']",Estradiol cypionate,0.001373961,5.666666666666667,1
12,"['D64', 'D69', 'D70']",Estradiol dienanthate,0.001373961,0.0,1
12,"['D64', 'D69', 'D70']",Estradiol valerate,0.001373961,2954.6666666666665,1
12,"['D64', 'D69', 'D70']",Ferric pyrophosphate citrate,0.044494523,7.0,1
12,"['D64', 'D69', 'D70']",Nabiximols,0.038919533,4.0,1
13,"['D68', 'H61', 'H74', 'J34', 'J35', 'J39', 'H72']","Antihemophilic factor, human recombinant",4.428441979861751e-06,135.85714285714286,1
13,"['D68', 'H61', 'H74', 'J34', 'J35', 'J39', 'H72']",Drotrecogin alfa,0.000151497,8.166666666666666,1
13,"['D68', 'H61', 'H74', 'J34', 'J35', 'J39', 'H72']",Coagulation Factor IX (Recombinant),0.001137076,210.66666666666663,1
13,"['D68', 'H61', 'H74', 'J34', 'J35', 'J39', 'H72']",Menadione,3.518115868606616e-05,6.714285714285714,0
13,"['D68', 'H61', 'H74', 'J34', 'J35', 'J39', 'H72']",Sodium Tetradecyl Sulfate,0.00386931,0.2857142857142857,1
13,"['D68', 'H61', 'H74', 'J34', 'J35', 'J39', 'H72']",Fondaparinux,0.00386931,9.428571428571429,1
13,"['D68', 'H61', 'H74', 'J34', 'J35', 'J39', 'H72']",Heparin,0.005642617,22.5,1
13,"['D68', 'H61', 'H74', 'J34', 'J35', 'J39', 'H72']",Enoxaparin,0.008708331,27.0,1
13,"['D68', 'H61', 'H74', 'J34', 'J35', 'J39', 'H72']",Thrombomodulin Alfa,0.00386931,3.4285714285714284,1
